country,year,gdppc,growth5
Turkey,1991,8658.379,3.406898294230576
Turkey,1992,9150.435,3.144790060513647
Turkey,1993,9865.301,4.231269034643814
Turkey,1994,9308.695,3.097151243778651
Turkey,1995,9962.536,2.97071121297936
Turkey,1996,10644.634,4.217062607883526
Turkey,1997,11432.437,4.553702125746284
Turkey,1998,11772.83,3.598652464201524
Turkey,1999,11151.674,3.678869447947708
Turkey,2000,11904.008,3.6250280851987116
Turkey,2001,10950.992,0.5690958397323698
Turkey,2002,11753.953,0.5562401750305979
Turkey,2003,12380.207,1.0111712015125063
Turkey,2004,13423.795,3.778418768665315
Turkey,2005,14487.758,4.006766482221136
Turkey,2006,15425.188,7.091598433708035
Turkey,2007,16090.835,6.482668533138103
Turkey,2008,16182.732,5.502994671302419
Turkey,2009,15188.421,2.500849110102954
Turkey,2010,16528.12,2.6702110729141193
Turkey,2011,17919.0,3.042564962437
Turkey,2012,18539.223,2.873280553051627
Turkey,2013,19855.717,4.175776551062116
Turkey,2014,20557.4,6.240746094454286
Turkey,2015,21519.33,5.419525632732425
Turkey,2016,21937.162,4.1293924763868395
Turkey,2017,23278.996,4.658509027007396
Turkey,2018,23650.49,3.5597310202605925
Turkey,2019,23497.504,2.709522262980224
Turkey,2020,23721.88,1.9680400754658933
Turkey,2021,26175.93,3.5963217125926317
Turkey,2022,27361.988,3.2848636398721487
Russia,1958,5114.7285,5.846620490461807
Russia,1959,5326.702,5.329418380351925
Russia,1960,5557.0,5.200988522447436
Russia,1961,5874.0,4.9414828181047366
Russia,1962,6229.0,5.130352189482301
Russia,1963,6405.0,4.601836547758009
Russia,1964,6754.0,4.862578145706142
Russia,1965,7068.0,4.9279598501255295
Russia,1966,7517.0,5.056304931017919
Russia,1967,7943.0,4.981614231053899
Russia,1968,8391.0,5.550165207159097
Russia,1969,8563.0,4.860754329884065
Russia,1970,9234.0,5.491791047615635
Russia,1971,9567.0,4.941252847275712
Russia,1972,9785.0,4.259407730601228
Russia,1973,10492.0,4.570434405693868
Russia,1974,10801.0,4.753273746791553
Russia,1975,11164.0,3.869009818888669
Russia,1976,11426.0,3.6152523774236167
Russia,1977,11692.0,3.6252509606578
Russia,1978,11829.0,2.4278248043997364
Russia,1979,11867.0,1.9002842003874587
Russia,1980,12204.0,1.797350395049735
Russia,1981,12274.0,1.4421347290780595
Russia,1982,12267.0,0.9647819580012928
Russia,1983,12420.0,0.9798480399239251
Russia,1984,12379.0,0.8483795109669012
Russia,1985,12475.0,0.4402236455112396
Russia,1986,12694.0,0.6751939640696536
Russia,1987,12597.0,0.532331079939663
Russia,1988,12720.0,0.4784907564717056
Russia,1989,12766.0,0.6175771581068634
Russia,1990,12400.0,-0.12053068388265809
Russia,1991,12012.235,-1.0980020096905907
Russia,1992,10487.548,-3.599038305951996
Russia,1993,9789.066,-5.1033614414355615
Russia,1994,8743.747,-7.289579997874263
Russia,1995,8586.323,-7.086866417327031
Russia,1996,8479.381,-6.728692263283276
Russia,1997,8813.35,-3.4186189648696352
Russia,1998,8557.495,-2.6533345801001085
Russia,1999,9340.029,1.3281534492470604
Russia,2000,10552.885,4.210816044569543
Russia,2001,11391.194,6.081834068157654
Russia,2002,12259.477,6.823347973690952
Russia,2003,13521.239,9.580673933923723
Russia,2004,14880.979,9.763173715518981
Russia,2005,16243.101,9.008295244437846
Russia,2006,18008.336,9.592508403668699
Russia,2007,20018.123,10.303751175895348
Russia,2008,21563.463,9.784342116896848
Russia,2009,20335.559,6.4449156760481685
Russia,2010,21737.385,6.00044061893128
Russia,2011,23130.0,5.1333273423155745
Russia,2012,24020.31,3.7124875383383715
Russia,2013,24389.973,2.494028269774029
Russia,2014,24135.035,3.485228647579497
Russia,2015,23607.953,1.6647054900851943
Russia,2016,23610.37,0.41195714132433725
Russia,2017,24013.967,-0.005281921923583344
Russia,2018,24690.082,0.24488975267131785
Russia,2019,25244.12,0.9026240631446525
Russia,2020,24625.385,0.8474542272741914
Russia,2021,26119.947,2.0408105392197395
Russia,2022,25437.107,1.1581227907809133
Argentina,1955,8348.0,0.9843300629389873
Argentina,1956,8424.0,0.8223751512055344
Argentina,1957,8705.0,2.9726141206568135
Argentina,1958,9083.0,3.1746106244550543
Argentina,1959,8354.0,1.0268182002994841
Argentina,1960,8861.0,1.1998943780976878
Argentina,1961,9344.0,2.094628769363127
Argentina,1962,9049.0,0.7781455607956733
Argentina,1963,8695.0,-0.8693270437463152
Argentina,1964,9446.0,2.487451538344465
Argentina,1965,10155.0,2.7636303426719966
Argentina,1966,10076.0,1.5198730049407416
Argentina,1967,10200.0,2.423571769066135
Argentina,1968,10485.0,3.8149190591804105
Argentina,1969,11217.0,3.4965220362089378
Argentina,1970,11639.0,2.7654546796735735
Argentina,1971,12003.0,3.5619762662794763
Argentina,1972,12170.0,3.5948298160854097
Argentina,1973,12691.0,3.8928073743383917
Argentina,1974,13284.0,3.440456719099494
Argentina,1975,12946.0,2.151320926244038
Argentina,1976,12696.0,1.1289321749983428
Argentina,1977,13236.0,1.6935096668939664
Argentina,1978,12444.0,-0.3923184483136444
Argentina,1979,13114.0,-0.2572673323751773
Argentina,1980,13080.0,0.20616194021190193
Argentina,1981,12125.0,-0.9161286620077091
Argentina,1982,11550.0,-2.688303235900613
Argentina,1983,11775.0,-1.0991138982322957
Argentina,1984,11837.0,-2.02815343839432
Argentina,1985,10895.0,-3.589597026056235
Argentina,1986,11515.0,-1.0270673399300434
Argentina,1987,11633.0,0.14331159038944996
Argentina,1988,11244.0,-0.9186342723337626
Argentina,1989,10393.0,-2.568395190192496
Argentina,1990,10254.0,-1.2053980644768147
Argentina,1991,11223.984,-0.51064407739424
Argentina,1992,12267.084,1.0671274361579108
Argentina,1993,12926.795,2.8286194051659663
Argentina,1994,13571.38,5.4815776445183095
Argentina,1995,13086.036,4.998467289788122
Argentina,1996,13715.227,4.090523376142063
Argentina,1997,14722.6455,3.716750867165053
Argentina,1998,15185.959,3.273827330674628
Argentina,1999,14577.832,1.441061708721536
Argentina,2000,14368.942,1.8880701056370741
Argentina,2001,13651.981,-0.09239801008321669
Argentina,2002,12094.772,-3.8559602640231505
Argentina,2003,13088.565,-2.928897499246319
Argentina,2004,14183.226,-0.5473370212025763
Argentina,2005,15344.157,1.3219754067199663
Argentina,2006,16490.473,3.8502359315768953
Argentina,2007,17891.943,8.146374323584915
Argentina,2008,18520.305,7.189247013137012
Argentina,2009,17328.977,4.087740333694168
Argentina,2010,18979.992,4.344748904298368
Argentina,2011,20003.0,3.937532995354842
Argentina,2012,19573.963,1.813238409729978
Argentina,2013,19821.643,1.3673990157087035
Argentina,2014,19112.232,1.9782832693255425
Argentina,2015,19423.666,0.4632064561448601
Argentina,2016,18819.643,-1.212214705724246
Argentina,2017,19150.52,-0.4364526735578189
Argentina,2018,18460.87,-1.412352677024542
Argentina,2019,17912.637,-1.2880745383008652
Argentina,2020,15975.839,-3.8329055353555574
Argentina,2021,17470.682,-1.4765308404927402
Argentina,2022,18292.318,-0.9127821985623008
Mexico,1963,5118.0,2.6025734389871547
Mexico,1964,5555.0,4.316314530297838
Mexico,1965,5737.0,3.966489713844945
Mexico,1966,5950.0,4.35867796010494
Mexico,1967,6132.0,4.669142854830777
Mexico,1968,6432.0,4.676489840529663
Mexico,1969,6629.0,3.5983387040507075
Mexico,1970,6873.0,3.6793578794078963
Mexico,1971,6912.0,3.0427291557346914
Mexico,1972,7256.0,3.423451118929366
Mexico,1973,7597.0,3.385401368667762
Mexico,1974,7801.0,3.3095457052041866
Mexico,1975,8011.0,3.111730971276705
Mexico,1976,8131.0,3.301837414193831
Mexico,1977,8177.0,2.418720211418224
Mexico,1978,8690.0,2.7248533673436492
Mexico,1979,9307.0,3.5933523134044076
Mexico,1980,9929.0,4.386360478076434
Mexico,1981,10538.0,5.322909217894001
Mexico,1982,10240.0,4.602289849141483
Mexico,1983,9656.0,2.1305089458676374
Mexico,1984,9777.0,0.9901879035440819
Mexico,1985,9785.0,-0.29175690396568976
Mexico,1986,9283.0,-2.504172158964302
Mexico,1987,9256.0,-2.0003154248872113
Mexico,1988,9193.0,-0.9779300373420119
Mexico,1989,9392.0,-0.800269167952028
Mexico,1990,9699.0,-0.17640049983926875
Mexico,1991,10008.551,1.5164848312941626
Mexico,1992,10262.211,2.0853727275268907
Mexico,1993,10357.829,2.4146995697784
Mexico,1994,10721.008,2.6822809159926964
Mexico,1995,9944.953,0.5021043178679463
Mexico,1996,10386.499,0.7440939646210509
Mexico,1997,11030.343,1.4541030206299599
Mexico,1998,11510.877,2.133434231035447
Mexico,1999,11894.203,2.0986372106034823
Mexico,2000,12613.396,4.868693919354583
Mexico,2001,12565.465,3.8823764717727194
Mexico,2002,12645.504,2.7707261536877636
Mexico,2003,12793.956,2.1361040728712144
Mexico,2004,13287.6,2.240329371527494
Mexico,2005,13655.801,1.6007771101727686
Mexico,2006,14287.559,2.602016047874578
Mexico,2007,14684.728,3.0352792967179187
Mexico,2008,14808.09,2.96718468908701
Mexico,2009,14026.989,1.0889259069884805
Mexico,2010,14697.298,1.480842502920643
Mexico,2011,15210.0,1.2591402030992516
Mexico,2012,15547.994,1.1490228306297867
Mexico,2013,15614.781,1.0665336034343609
Mexico,2014,15883.877,2.5175955758559354
Mexico,2015,16235.004,2.0100545965527683
Mexico,2016,16705.047,1.8928471127575008
Mexico,2017,16900.13,1.6817790628036233
Mexico,2018,17055.117,1.7803080779758895
Mexico,2019,16802.014,1.130223112218287
Mexico,2020,15253.691,-1.239220540051278
Mexico,2021,15853.376,-1.0411108262224356
Mexico,2022,16235.455,-0.7992664071110767
Thailand,1986,5053.0,3.6195701075997677
Thailand,1987,5453.0,4.503656917139298
Thailand,1988,6089.0,6.056257201521831
Thailand,1989,6735.0,7.369052420448674
Thailand,1990,7385.0,8.719415540581622
Thailand,1991,7849.7446,9.209707946982903
Thailand,1992,8409.0205,9.049074157878035
Thailand,1993,8964.292,8.04234559208783
Thailand,1994,9499.518,7.120550033492146
Thailand,1995,10080.208,6.420133354282287
Thailand,1996,10458.358,5.906251207700497
Thailand,1997,9995.618,3.5172790005918886
Thailand,1998,9077.748,0.25185690957387763
Thailand,1999,9347.061,-0.3230590005884104
Thailand,2000,9627.1045,-0.9156103593851217
Thailand,2001,9818.721,-1.2542794721186912
Thailand,2002,10276.398,0.5555980038234765
Thailand,2003,10868.836,3.6671078695558412
Thailand,2004,11408.326,4.066121571854064
Thailand,2005,11742.128,4.0519503052492745
Thailand,2006,12180.711,4.405539990486718
Thailand,2007,12694.715,4.317316812456817
Thailand,2008,12768.129,3.273487980044232
Thailand,2009,12543.398,1.9151283914925932
Thailand,2010,13343.547,2.589968361642603
Thailand,2011,13318.0,1.8012883499529675
Thailand,2012,14202.251,2.2696679073583192
Thailand,2013,14504.184,2.5824831968886075
Thailand,2014,14571.971,3.0435041573807498
Thailand,2015,14960.908,2.3145344628916487
Thailand,2016,15411.534,2.9630435413448675
Thailand,2017,15994.506,2.405369628461851
Thailand,2018,16610.05,2.748508849114506
Thailand,2019,16905.293,3.0150981857436365
Thailand,2020,15815.915,1.117721258273252
Thailand,2021,16019.519,0.7768363592947081
Thailand,2022,16421.072,0.5277899267360553
China,2002,5343.1123,4.387073294408328
China,2003,5649.4634,5.562354738741626
China,2004,6067.5913,6.317609019477488
China,2005,6626.592,6.974264367032035
China,2006,7271.0356,7.797736800999289
China,2007,7895.713,8.123329410807024
China,2008,8190.1123,7.710125386253108
China,2009,8734.041,7.5572726657454625
China,2010,9658.419,7.825917435360119
China,2011,10221.0,7.048213399441239
China,2012,10946.834,6.752839533952382
China,2013,11731.295,7.451187589884101
China,2014,12515.198,7.459421863745308
China,2015,13325.432,6.648573563849669
China,2016,14138.955,6.70500359984898
China,2017,15030.447,6.545882966729577
China,2018,15977.008,6.372630565477433
China,2019,16879.54,6.165785275894486
China,2020,17225.969,5.268994036167207
China,2021,18666.605,5.71329388208881
China,2022,19238.18,5.060246988752182
